
==== 樣品級監控 ====
樣品ID,站點,結果,瑕疵名稱,分數
0,1,OK,OK,0.00
0,2,OK,OK,0.00
0,3,NG,OTP,0.56
0,4,NG,OTP,0.57
1,1,NG,SC,0.89
1,2,NG,SC,0.86
1,3,OK,OTP,0.36
1,4,OK,OTP,0.42
2,1,NG,SC,0.84
2,2,NG,SC,0.86
2,3,NG,OTP,0.59
2,4,NG,OTP,0.82
3,1,NG,SC,0.82
3,2,NG,SC,0.82
3,3,OK,OK,0.00
3,4,OK,OTP,0.38
4,1,NG,SC,0.70
4,2,OK,SC,0.37
4,3,OK,OK,0.00
4,4,NG,OTP,0.73
5,1,NG,SC,0.72
5,2,NG,SC,0.69
5,3,OK,OK,0.00
5,4,NG,OTP,0.61
6,1,NG,SC,0.87
6,2,NG,SC,0.75
6,3,OK,OK,0.00
6,4,NG,OTP,0.81
7,1,NG,SC,0.84
7,2,NG,SC,0.86
7,3,OK,OK,0.00
7,4,NG,OTP,0.64
8,1,NG,SC,0.85
8,2,NG,SC,0.79
8,3,OK,OK,0.00
8,4,NG,OTP,0.67
9,1,NG,SC,0.77
9,2,NG,SC,0.78
9,3,NG,OTP,0.52
9,4,OK,OTP,0.35
10,1,NG,SC,0.88
10,2,NG,SC,0.89
10,3,OK,OK,0.00
10,4,OK,OK,0.00
11,1,NG,SC,0.86
11,2,NG,SC,0.84
11,3,OK,OK,0.00
11,4,OK,OK,0.00
12,1,NG,SC,0.65
12,2,NG,SC,0.87
12,3,OK,OK,0.00
12,4,OK,OK,0.00
13,1,NG,SC,0.86
13,2,OK,SC,0.26
13,3,OK,OK,0.00
13,4,OK,OK,0.00
14,1,NG,SC,0.86
14,2,NG,SC,0.89
14,3,OK,OK,0.00
14,4,OK,OK,0.00
15,1,OK,OK,0.00
15,2,OK,OK,0.00
15,3,NG,OTP,0.58
15,4,OK,OK,0.00
16,1,NG,SC,0.88
16,2,NG,SC,0.76
16,3,OK,OTP,0.47
16,4,OK,OK,0.00
17,1,NG,SC,0.55
17,2,OK,OK,0.00
17,3,OK,OK,0.00
17,4,NG,OTP,0.74
18,1,OK,OK,0.00
18,2,OK,OK,0.00
18,3,OK,OK,0.00
18,4,OK,OK,0.00
19,1,OK,OK,0.00
19,2,NG,SC,0.86
19,3,OK,OK,0.00
19,4,OK,OK,0.00
20,1,NG,SC,0.90
20,2,NG,SC,0.75
20,3,OK,OK,0.00
20,4,OK,OK,0.00
21,1,OK,SC,0.39
21,2,OK,SC,0.28
21,3,OK,OTP,0.31
21,4,OK,OK,0.00
22,1,NG,SC,0.86
22,2,NG,SC,0.86
22,3,OK,OTP,0.42
